POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
n	hostility	hostility%1:04:00::	4	4	1678	0	3	SID-00966680-N----{aggression, hostility}	violent action that is hostile and usually unprovoked
n	neighbourhood	neighbourhood%1:15:00::	1	2	1672	1	1	SID-08658688-N----{vicinity, locality, neighborhood, neighbourhood, neck_of_the_woods}	a surrounding or nearby region; "the plane crashed in the vicinity of Asheville"; "it is a rugged locality"; "he always blames someone else in the immediate neighborhood"; "I will drop in on you the next time I am in this neck of the woods"
n	photographer	photographer%1:18:00::	1	1	1672	0	0	SID-10446513-N----{photographer, lensman}	someone who takes photographs professionally
n	pardon	pardon%1:10:00::	2	3	1671	0	1	SID-06564630-N----{pardon, amnesty}	a warrant granting release from punishment for an offense
n	double	double%1:18:01::	2	5	1670	0	12	SID-10686285-N----{double, stunt_man, stunt_woman}	a stand-in for movie stars to perform dangerous stunts; "his first job in Hollywood was as a double for Clark Gable"
n	double	double%1:09:00::	4	5	1670	0	12	SID-05868784-N----{double}	a quantity that is twice as great as another; "36 is the double of 18"
n	deck	deck%1:06:00::	1	4	1667	6	9	SID-03172332-N----{deck}	any of various platforms built into a vessel
n	deck	deck%1:14:00::	3	4	1667	1	9	SID-07973335-N----{pack_of_cards, deck_of_cards, deck}	a pack of 52 playing cards
n	execution	execution%1:04:00::	1	7	1665	4	6	SID-01166269-N----{execution, executing, capital_punishment, death_penalty}	putting a condemned person to death
n	suite	suite%1:06:00::	2	4	1664	2	5	SID-04358628-N----{suite, rooms}	apartment consisting of a series of connected rooms used as a living unit (as in a hotel)
n	flavour	flavour%1:09:00::	3	3	1662	0	0	SID-05723811-N----{relish, flavor, flavour, sapidity, savor, savour, smack, nip, tang}	the taste experience when a savoury condiment is taken into the mouth
n	questionnaire	questionnaire%1:10:00::	1	1	1662	4	4	SID-06485793-N----{questionnaire}	a form containing a set of questions; submitted to people to gain statistical information
n	basketball	basketball%1:04:00::	1	2	0	3	3	SID-00482004-N----{basketball, basketball_game, hoops}	a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop
n	basket	basket%1:06:00::	1	4	1658	6	8	SID-02805104-N----{basket, handbasket}	a container that is usually woven and has handles
n	horizon	horizon%1:15:00::	1	4	1657	9	16	SID-08603184-N----{horizon, apparent_horizon, visible_horizon, sensible_horizon, skyline}	the line at which the sky and Earth appear to meet
n	kick	kick%1:09:00::	5	6	1657	0	4	SID-05835833-N----{kick}	the sudden stimulation provided by strong drink (or certain drugs); "a sidecar is a smooth drink but it has a powerful kick"
n	copper	copper%1:27:00::	1	5	1656	4	4	SID-14659900-N----{copper, Cu, atomic_number_29}	a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor
n	legend	legend%1:10:01::	1	2	1655	15	15	SID-06383036-N----{legend, fable}	a story about mythical or supernatural beings or events
n	legend	legend%1:10:00::	2	2	1655	0	15	SID-06358261-N----{caption, legend}	brief description accompanying an illustration
n	relevance	relevance%1:24:00::	1	1	1654	7	7	SID-13816629-N----{relevance, relevancy}	the relation of something to the matter at hand
n	divorce	divorce%1:04:00::	1	1	1650	8	8	SID-01203761-N----{divorce, divorcement}	the legal dissolution of a marriage
n	equilibrium	equilibrium%1:26:00::	1	4	1648	4	6	SID-13957933-N----{equilibrium}	a stable situation in which forces cancel one another
n	ton	ton%1:23:02::	1	2	1647	10	10	SID-13743634-N----{short_ton, ton, net_ton}	a United States unit of weight equivalent to 2000 pounds
n	forum	forum%1:14:00::	1	2	1646	0	0	SID-08326684-N----{forum}	a public meeting or assembly for open discussion
n	juice	juice%1:13:00::	1	4	1646	2	2	SID-07939988-N----{juice}	the liquid part that can be extracted from plant or animal tissue by squeezing or cooking
n	diamond	diamond%1:21:00::	1	6	1642	3	4	SID-13393131-N----{diamond}	a transparent piece of diamond that has been cut and polished and is valued as a precious gem
n	medal	medal%1:10:00::	1	1	1642	4	4	SID-06719615-N----{decoration, laurel_wreath, medal, medallion, palm, ribbon}	an award for winning a championship or commemorating some other event
n	nightmare	nightmare%1:09:00::	2	2	1642	2	4	SID-05777059-N----{nightmare}	a terrifying or deeply upsetting dream
n	monster	monster%1:18:01::	3	5	1639	1	7	SID-10129212-N----{freak, monster, monstrosity, lusus_naturae}	a person or animal that is markedly unusual or deformed
n	chaos	chaos%1:26:00::	1	4	1637	12	12	SID-13999769-N----{chaos, pandemonium, bedlam, topsy-turvydom, topsy-turvyness}	a state of extreme confusion and disorder
n	nonsense	nonsense%1:10:00::	1	2	1637	5	5	SID-06619692-N----{nonsense, bunk, nonsensicality, meaninglessness, hokum}	a message that seems to convey no meaning
n	chin	chin%1:08:00::	1	2	1636	14	14	SID-05607372-N----{chin, mentum}	the protruding part of the lower jaw
n	frustration	frustration%1:12:01::	3	3	1636	0	5	SID-07533902-N----{frustration}	a feeling of annoyance at being hindered or criticized; "her constant complaints were the main source of his frustration"
n	humanity	humanity%1:07:02::	2	3	1636	1	2	SID-04734196-N----{humanness, humanity, manhood}	the quality of being human; "he feared the speedy decline of all manhood"
n	inhabitant	inhabitant%1:18:00::	1	1	1635	4	4	SID-09643248-N----{inhabitant, habitant, dweller, denizen, indweller}	a person who inhabits a particular place
n	slave	slave%1:18:00::	1	3	1634	18	19	SID-10628841-N----{slave}	a person who is owned by someone
n	elbow	elbow%1:08:00::	1	5	1626	9	10	SID-05587575-N----{elbow, elbow_joint, human_elbow, cubitus, cubital_joint, articulatio_cubiti}	hinge joint between the forearm and upper arm and the corresponding joint in the forelimb of a quadruped
n	exploration	exploration%1:04:02::	1	3	1624	5	11	SID-00310889-N----{exploration, geographic_expedition}	to travel for the purpose of discovery
n	grace	grace%1:07:01::	2	8	1623	4	11	SID-05010755-N----{grace, gracility}	elegance and beauty of movement or expression; "a beautiful figure which she used in subtle movements of unparalleled grace"
n	grace	grace%1:07:03::	4	8	1623	1	11	SID-04647713-N----{grace, good_will, goodwill}	a disposition to kindness and compassion; "the victor's grace in treating the vanquished"
n	theft	theft%1:04:00::	1	1	1623	0	0	SID-00782543-N----{larceny, theft, thievery, thieving, stealing}	the act of taking something from someone unlawfully; "the thieving is awful at Kennedy International"
n	predecessor	predecessor%1:18:00::	1	2	1622	4	4	SID-10484277-N----{predecessor}	one who precedes you in time (as in holding a position or office)
n	arrow	arrow%1:06:00::	2	2	1621	3	20	SID-02745758-N----{arrow}	a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow
n	arrow	arrow%1:10:00::	1	2	1621	17	20	SID-06830979-N----{arrow, pointer}	a mark to indicate a direction or relation
n	clash	clash%1:26:00::	2	4	1621	1	3	SID-14004622-N----{clash, friction}	a state of conflict between persons
n	supermarket	supermarket%1:06:00::	1	1	1621	1	1	SID-04365794-N----{supermarket}	a large self-service grocery store selling groceries and dairy products and household goods
n	tap	tap%1:06:00::	3	8	1619	0	3	SID-04566737-N----{water_faucet, water_tap, tap, hydrant}	a faucet for drawing water from a pipe or cask
n	tap	tap%1:04:01::	7	8	1619	0	3	SID-00655643-N----{wiretap, tap}	the act of tapping a telephone or telegraph line to get information
n	commerce	commerce%1:04:00::	1	3	1615	10	10	SID-01092370-N----{commerce, commercialism, mercantilism}	transactions (sales and purchases) having the objective of supplying commodities (goods and services)
n	pursuit	pursuit%1:04:02::	3	4	1614	0	6	SID-00433629-N----{avocation, by-line, hobby, pursuit, sideline, spare-time_activity}	an auxiliary activity
n	pursuit	pursuit%1:09:00::	2	4	1614	2	6	SID-05778388-N----{pursuit, pursuance, quest}	a search for an alternative that meets cognitive criteria; "the pursuit of love"; "life is more than the pursuance of fame"; "a quest for wealth"
n	collar	collar%1:06:02::	6	9	1611	0	5	SID-03072490-N----{collar}	a band of leather or rope that is placed around an animal's neck as a harness or to identify it
n	rice	rice%1:13:00::	1	4	1610	5	9	SID-07820299-N----{rice}	grains used as food either unpolished or more often polished
n	transmission	transmission%1:06:01::	5	5	1609	0	6	SID-04479478-N----{transmission, transmission_system}	the gears that transmit power from an automobile engine via the driveshaft to the live axle
n	fist	fist%1:08:00::	1	1	1605	20	20	SID-05572697-N----{fist, clenched_fist}	a hand with the fingers clenched in the palm (as for hitting)
n	drawer	drawer%1:06:00::	1	3	1604	5	5	SID-03238608-N----{drawer}	a boxlike container in a piece of furniture; made so as to slide in and out
n	dismissal	dismissal%1:10:00::	2	4	1603	0	1	SID-07227739-N----{dismissal, dismission, pink_slip}	official notice that you have been fired from your job
n	trap	trap%1:06:00::	1	8	1595	4	9	SID-04481701-N----{trap}	a device in which something (usually an animal) can be caught and penned
n	competence	competence%1:07:00::	1	1	1593	7	7	SID-05160767-N----{competence, competency}	the quality of being adequately or well qualified physically and intellectually
n	breakdown	breakdown%1:26:01::	2	5	1591	0	5	SID-14089974-N----{breakdown, crack-up}	a mental or physical breakdown
n	breakdown	breakdown%1:11:01::	4	5	1591	0	5	SID-07435916-N----{breakdown, equipment_failure}	a cessation of normal operation; "there was a power breakdown"
n	candle	candle%1:06:00::	1	2	1589	4	4	SID-02951508-N----{candle, taper, wax_light}	stick of wax with a wick in the middle
n	analyst	analyst%1:18:01::	3	3	1586	0	9	SID-09809719-N----{analyst, psychoanalyst}	a licensed practitioner of psychoanalysis
n	pause	pause%1:04:00::	2	2	1581	3	15	SID-01064741-N----{pause}	temporary inactivity
n	script	script%1:10:01::	3	3	1576	0	6	SID-06363020-N----{script}	a particular orthography or writing system
n	geography	geography%1:09:00::	1	1	1575	0	0	SID-06131785-N----{geography, geographics}	study of the earth's surface; includes people's responses to topography and climate and soil and vegetation
n	lamb	lamb%1:05:00::	1	5	1574	5	5	SID-02415086-N----{lamb}	young sheep
n	stable	stable%1:06:00::	1	1	1573	3	3	SID-04302017-N----{stable, stalls, horse_barn}	a farm building for housing horses or other livestock
n	shelter	shelter%1:06:02::	5	5	1570	0	59	SID-04199281-N----{shelter}	temporary housing for homeless or displaced persons
n	jaw	jaw%1:08:00::	1	3	1564	9	9	SID-05553673-N----{jaw}	the part of the skull of a vertebrate that frames the mouth and holds the teeth
n	miracle	miracle%1:11:01::	2	2	1564	1	8	SID-07303524-N----{miracle}	a marvellous event manifesting a supernatural act of a divine agent
n	pan	pan%1:05:00::	4	4	1562	0	5	SID-02484260-N----{Pan, genus_Pan}	chimpanzees; more closely related to Australopithecus than to other pongids
n	pan	pan%1:06:01::	1	4	1562	5	5	SID-03886228-N----{pan, cooking_pan}	cooking utensil consisting of a wide metal vessel
n	tent	tent%1:06:00::	1	2	1561	17	17	SID-04418399-N----{tent, collapsible_shelter}	a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); "he pitched his tent near the creek"
n	tumour	tumour%1:26:00::	1	1	1560	1	1	SID-14258682-N----{tumor, tumour, neoplasm}	an abnormal new mass of tissue that serves no purpose
n	stitch	stitch%1:06:00::	1	2	1559	1	1	SID-04328376-N----{stitch}	a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing
n	ladder	ladder%1:06:00::	1	3	1558	5	5	SID-03637568-N----{ladder}	steps consisting of two parallel members connected by rungs; for climbing up or down
n	shield	shield%1:06:02::	1	3	1555	3	5	SID-04199901-N----{shield}	a protective covering or structure
n	surgeon	surgeon%1:18:00::	1	1	1554	9	9	SID-10698621-N----{surgeon, operating_surgeon, sawbones}	a physician who specializes in surgery
n	comedy	comedy%1:10:00::	1	2	1553	18	20	SID-07028624-N----{comedy}	light and humorous drama with a happy ending
n	orange	orange%1:07:00::	2	5	1553	3	8	SID-04972356-N----{orange, orangeness}	orange color or pigment; any of a range of colors between red and yellow
n	orange	orange%1:13:00::	1	5	1553	4	8	SID-07763583-N----{orange}	round yellow to orange fruit of any of several citrus trees
n	biscuit	biscuit%1:13:02::	2	2	1552	1	5	SID-07650764-N----{cookie, cooky, biscuit}	any of various small flat sweet cakes (`biscuit' is the British term)
n	manual	manual%1:10:00::	1	2	1551	2	2	SID-06433328-N----{manual}	a small handbook
n	prey	prey%1:05:00::	2	2	1551	2	5	SID-02155533-N----{prey, quarry}	animal hunted or caught for food
n	overall	overall%1:06:00::	1	2	1549	4	4	SID-03868628-N----{overall}	(usually plural) work clothing consisting of denim trousers (usually with a bib and shoulder straps)
n	rush	rush%1:04:00::	1	7	1546	8	10	SID-00556685-N----{haste, hurry, rush, rushing}	the act of moving hurriedly and in a careless manner; "in his haste to leave he forgot his book"
n	adoption	adoption%1:04:02::	2	3	1544	0	2	SID-01187782-N----{adoption}	a legal proceeding that creates a parent-child relation between persons not related by blood; the adopted child is entitled to all privileges belonging to a natural child of the adoptive parents (including the right to inherit)
n	palm	palm%1:20:00::	3	4	1544	0	4	SID-12602979-N----{palm, palm_tree}	any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves
n	cook	cook%1:18:00::	1	2	1541	7	7	SID-09982799-N----{cook}	someone who cooks food
n	portion	portion%1:13:00::	7	7	1541	0	41	SID-07593928-N----{helping, portion, serving}	an individual quantity of food or drink taken as part of a meal; "the helpings were all small"; "his portion was larger than hers"; "there's enough for two servings each"
